,City,Lat,Lon,Temp,Humidity,Cloudiness,Wind Speed,Country,Date
312,Baft,29.23,56.61,69.01,19,0,6.69,IR,<class 'datetime.date'>
313,Mogadishu,2.04,45.34,80.6,65,20,9.17,SO,<class 'datetime.date'>
314,Esil,51.96,66.4,72.05,32,0,16.28,KZ,<class 'datetime.date'>
315,Yingkou,40.66,122.23,53.58,86,100,8.84,CN,<class 'datetime.date'>
316,Bathsheba,13.22,-59.52,80.6,78,40,19.46,BB,<class 'datetime.date'>
317,Tessalit,20.2,1.01,82.8,13,0,13.82,ML,<class 'datetime.date'>
318,Luleå,65.58,22.15,35.6,59,62,4.7,SE,<class 'datetime.date'>
319,Fairbanks,64.84,-147.72,60.44,25,1,9.17,US,<class 'datetime.date'>
320,Kinablangan,7.69,126.55,86.09,72,24,8.12,PH,<class 'datetime.date'>
321,Mil'kovo,54.72,158.62,42.75,62,67,0.94,RU,<class 'datetime.date'>
322,Touros,-5.2,-35.46,73.4,94,20,4.7,BR,<class 'datetime.date'>
323,Piaçabuçu,-10.41,-36.43,76.71,89,87,3.91,BR,<class 'datetime.date'>
324,Ruiru,-1.16,36.96,64.4,88,75,4.7,KE,<class 'datetime.date'>
325,Houma,29.6,-90.72,64.85,77,1,8.05,US,<class 'datetime.date'>
326,Deputatsky,69.3,139.9,25.18,99,100,15.12,RU,<class 'datetime.date'>
327,Jinchang,38.5,102.17,58.46,33,100,18.12,CN,<class 'datetime.date'>
328,Jiuquan,39.74,98.52,60.3,25,100,29.08,CN,<class 'datetime.date'>
329,Porto-Novo,6.5,2.6,84.2,79,40,9.17,BJ,<class 'datetime.date'>
330,Jumla,29.27,82.18,64.24,33,0,4.7,NP,<class 'datetime.date'>
331,Shar,49.59,81.05,72.99,32,0,15.26,KZ,<class 'datetime.date'>
332,Atasū,48.68,71.64,72.19,27,84,19.69,KZ,<class 'datetime.date'>
333,Plettenberg Bay,-34.05,23.37,62.02,71,76,4.54,ZA,<class 'datetime.date'>
334,Madaoua,14.07,5.96,82.6,15,31,7.72,NE,<class 'datetime.date'>
335,Moranbah,-22.0,148.05,78.75,43,5,15.99,AU,<class 'datetime.date'>
336,Sambava,-14.27,50.17,80.08,71,4,8.1,MG,<class 'datetime.date'>
337,Ilulissat,69.22,-51.1,21.2,79,0,2.24,GL,<class 'datetime.date'>
338,Alappuzha,9.49,76.33,87.35,67,100,3.98,IN,<class 'datetime.date'>
339,Baní,18.28,-70.33,82.0,97,13,4.59,DO,<class 'datetime.date'>
340,Ürümqi,43.8,87.6,71.6,11,0,11.18,CN,<class 'datetime.date'>
341,Ixtapa,20.7,-105.2,73.17,77,2,2.42,MX,<class 'datetime.date'>
342,Nurota,40.56,65.69,73.4,60,62,6.93,UZ,<class 'datetime.date'>
343,Sa Kaeo,13.81,102.07,98.29,42,90,7.31,TH,<class 'datetime.date'>
344,Issoire,45.55,3.25,57.2,71,100,3.36,FR,<class 'datetime.date'>
345,Aksha,50.28,113.29,64.18,27,68,7.96,RU,<class 'datetime.date'>
346,Riyadh,24.69,46.72,80.6,30,40,3.36,SA,<class 'datetime.date'>
347,Snezhnogorsk,69.19,33.25,35.6,74,40,4.47,RU,<class 'datetime.date'>
348,Alice Springs,-23.7,133.88,87.8,12,0,12.75,AU,<class 'datetime.date'>
349,Līsakovsk,52.54,62.49,71.01,24,0,14.79,KZ,<class 'datetime.date'>
350,Road Town,18.42,-64.62,80.33,89,59,15.77,VG,<class 'datetime.date'>
351,Smolenka,52.14,113.5,60.8,18,79,13.42,RU,<class 'datetime.date'>
352,Pathein,16.78,94.73,99.59,36,55,14.52,MM,<class 'datetime.date'>
353,Shiyan,32.65,110.78,78.01,17,88,5.84,CN,<class 'datetime.date'>
354,Bryan,30.67,-96.37,74.64,73,90,14.99,US,<class 'datetime.date'>
355,Lagan,45.39,47.37,63.07,80,96,17.74,RU,<class 'datetime.date'>
356,Río Gallegos,-51.62,-69.22,44.6,87,20,4.7,AR,<class 'datetime.date'>
357,Khovd,48.01,91.64,56.46,35,24,11.25,MN,<class 'datetime.date'>
358,Zubtsov,56.18,34.59,45.95,63,58,10.51,RU,<class 'datetime.date'>
359,Anapskaya,44.89,37.38,53.29,71,75,11.18,RU,<class 'datetime.date'>
360,Lusambo,-4.97,23.45,76.44,78,87,1.52,CD,<class 'datetime.date'>
361,Severnoye,56.35,78.36,72.52,45,58,5.77,RU,<class 'datetime.date'>
362,College,64.86,-147.8,59.83,29,75,9.17,US,<class 'datetime.date'>
363,Erzin,36.96,36.2,64.99,84,97,2.71,TR,<class 'datetime.date'>
364,Saint-Léonard,47.17,-67.92,31.96,38,1,5.82,CA,<class 'datetime.date'>
365,Poya,-21.35,165.15,73.27,74,20,12.73,NC,<class 'datetime.date'>
366,Abnūb,27.27,31.15,66.2,45,0,6.93,EG,<class 'datetime.date'>
367,Broome,42.25,-75.83,34.93,80,90,6.93,US,<class 'datetime.date'>
368,Polyanka,50.26,27.69,48.11,67,35,10.78,UA,<class 'datetime.date'>
369,Balkanabat,39.51,54.37,65.08,66,72,14.99,TM,<class 'datetime.date'>
370,Castrillón,43.4,-6.79,57.72,87,20,8.05,ES,<class 'datetime.date'>
371,Bar Harbor,44.39,-68.2,39.61,100,1,5.82,US,<class 'datetime.date'>
372,Port Lincoln,-34.73,135.87,62.89,69,53,26.26,AU,<class 'datetime.date'>
373,Cavan,53.99,-7.36,48.99,90,92,2.53,IE,<class 'datetime.date'>
374,Khasan,42.43,130.64,56.84,65,100,10.36,RU,<class 'datetime.date'>
375,Pemangkat,1.17,108.97,85.5,72,33,9.69,ID,<class 'datetime.date'>
376,Kavieng,-2.57,150.8,85.08,69,3,9.51,PG,<class 'datetime.date'>
377,Columbus,39.96,-83.0,54.09,50,90,8.05,US,<class 'datetime.date'>
378,Onega,63.91,38.14,42.91,69,58,6.15,RU,<class 'datetime.date'>
379,Cabedelo,-6.98,-34.83,73.4,94,20,3.36,BR,<class 'datetime.date'>
380,Puksoozero,62.59,40.61,46.65,78,100,1.99,RU,<class 'datetime.date'>
381,Haukipudas,65.18,25.35,40.21,69,99,6.93,FI,<class 'datetime.date'>
382,Bartlesville,36.75,-95.98,57.06,87,90,8.05,US,<class 'datetime.date'>
383,Mahroni,24.59,78.73,106.27,9,16,2.75,IN,<class 'datetime.date'>
384,Acapulco de Juárez,16.86,-99.89,80.6,74,5,5.82,MX,<class 'datetime.date'>
385,Hereford,52.06,-2.71,49.91,95,98,0.22,GB,<class 'datetime.date'>
386,Mayong,-8.24,114.96,86.0,89,20,20.8,ID,<class 'datetime.date'>
387,Lyngseidet,69.58,20.22,33.89,69,75,9.17,NO,<class 'datetime.date'>
388,Hammerfest,70.66,23.68,32.0,88,90,24.16,NO,<class 'datetime.date'>
389,Zyryanka,65.75,150.85,36.5,88,10,9.17,RU,<class 'datetime.date'>
390,Numan,9.47,12.03,82.81,66,13,9.66,NG,<class 'datetime.date'>
391,Naryan-Mar,67.67,53.09,33.87,99,99,8.61,RU,<class 'datetime.date'>
392,Ambulu,-8.35,113.61,86.32,77,52,7.76,ID,<class 'datetime.date'>
393,Alofi,-19.06,-169.92,78.8,88,91,6.93,NU,<class 'datetime.date'>
394,Kępno,51.28,17.99,46.0,100,71,6.33,PL,<class 'datetime.date'>
395,Røros,62.57,11.38,37.4,64,75,6.93,NO,<class 'datetime.date'>
396,Visaginas,55.6,26.42,43.38,65,0,5.01,LT,<class 'datetime.date'>
397,Saint-Pierre,-21.34,55.48,79.61,74,20,5.82,RE,<class 'datetime.date'>
398,Rosarito,32.33,-117.03,66.96,72,1,2.44,MX,<class 'datetime.date'>
399,Iskateley,67.68,53.15,33.76,99,99,8.61,RU,<class 'datetime.date'>
400,Verāval,20.9,70.37,90.66,49,0,11.45,IN,<class 'datetime.date'>
401,Marietta,33.95,-84.55,48.52,71,1,1.39,US,<class 'datetime.date'>
402,Half Moon Bay,37.46,-122.43,58.55,59,1,3.36,US,<class 'datetime.date'>
403,Kailua,21.4,-157.74,70.75,73,90,8.05,US,<class 'datetime.date'>
404,Arlit,18.74,7.39,81.82,13,0,7.16,NE,<class 'datetime.date'>
405,Rawlins,41.79,-107.24,34.83,74,75,18.34,US,<class 'datetime.date'>
406,Paita,-5.09,-81.11,72.14,78,20,10.02,PE,<class 'datetime.date'>
407,Ust'-Omchug,61.15,149.63,33.22,87,13,2.19,RU,<class 'datetime.date'>
408,Zapolyarnyy,69.42,30.81,37.4,74,75,14.99,RU,<class 'datetime.date'>
409,North Bend,43.41,-124.22,54.59,82,1,4.7,US,<class 'datetime.date'>
410,Yuncheng,35.02,110.99,73.04,57,95,4.61,CN,<class 'datetime.date'>
411,Capão da Canoa,-29.75,-50.01,55.38,78,0,4.83,BR,<class 'datetime.date'>
412,Pacific Grove,36.62,-121.92,54.88,88,54,5.06,US,<class 'datetime.date'>
413,Cayenne,4.93,-52.33,78.8,88,75,5.82,GF,<class 'datetime.date'>
414,Shitanjing,39.23,106.34,59.86,33,97,19.35,CN,<class 'datetime.date'>
415,Malakal,9.53,31.66,86.27,51,79,4.99,SS,<class 'datetime.date'>
416,Kurumkan,54.3,110.3,52.47,43,50,9.31,RU,<class 'datetime.date'>
417,Johi,26.69,67.61,108.19,8,86,1.99,PK,<class 'datetime.date'>
418,Le Havre,49.49,0.11,52.81,66,86,5.82,FR,<class 'datetime.date'>
419,Yaan,7.38,8.57,74.57,87,99,7.29,NG,<class 'datetime.date'>
420,Grenfell,-33.9,148.17,67.68,61,0,12.24,AU,<class 'datetime.date'>
421,Qarqīn,37.42,66.04,85.6,29,71,8.46,AF,<class 'datetime.date'>
422,Mackenzie,55.3,-123.17,48.2,66,1,3.36,CA,<class 'datetime.date'>
423,Ternate,0.8,127.4,85.55,71,26,6.24,ID,<class 'datetime.date'>
424,Banda Aceh,5.56,95.32,78.51,92,100,15.68,ID,<class 'datetime.date'>
425,Kisangani,0.52,25.2,71.06,92,85,0.89,CD,<class 'datetime.date'>
426,Bereda,43.27,-7.54,55.49,100,63,4.0,ES,<class 'datetime.date'>
427,Doka,13.52,35.77,87.21,47,87,15.39,SD,<class 'datetime.date'>
428,Saint-Junien,45.88,0.9,58.96,67,96,5.82,FR,<class 'datetime.date'>
429,Mahibadhoo,3.78,72.97,84.67,76,84,12.84,MV,<class 'datetime.date'>
430,Sinnamary,5.38,-52.95,77.9,84,100,9.64,GF,<class 'datetime.date'>
431,Banepā,27.63,85.52,73.4,46,20,4.7,NP,<class 'datetime.date'>
432,Skjervøy,70.03,20.97,35.6,69,75,9.17,NO,<class 'datetime.date'>
433,Price,39.6,-110.81,42.8,26,1,10.29,US,<class 'datetime.date'>
434,Hobyo,5.35,48.53,86.5,62,0,4.07,SO,<class 'datetime.date'>
435,Chemax,20.65,-87.93,71.46,92,35,3.71,MX,<class 'datetime.date'>
436,Prince Rupert,54.32,-130.32,46.4,65,1,3.36,CA,<class 'datetime.date'>
437,Ridgecrest,35.62,-117.67,69.01,22,61,6.93,US,<class 'datetime.date'>
438,Xining,36.62,101.77,44.24,76,100,3.53,CN,<class 'datetime.date'>
439,Nago,26.59,127.98,75.13,83,90,17.22,JP,<class 'datetime.date'>
440,Asău,46.43,26.4,52.0,62,15,6.6,RO,<class 'datetime.date'>
441,Ogōri-shimogō,34.1,131.4,68.92,64,20,19.46,JP,<class 'datetime.date'>
442,Portland,45.52,-122.68,62.6,25,1,10.29,US,<class 'datetime.date'>
443,Nuuk,64.18,-51.72,39.2,77,93,3.36,GL,<class 'datetime.date'>
444,Xichang,27.9,102.26,85.24,23,0,10.8,CN,<class 'datetime.date'>
445,Verkh-Usugli,52.7,115.17,59.04,32,94,10.42,RU,<class 'datetime.date'>
446,Pimentel,-6.84,-79.93,68.94,84,7,10.67,PE,<class 'datetime.date'>
447,El Ejido,36.78,-2.81,67.53,52,61,9.17,ES,<class 'datetime.date'>
448,Lewiston,44.1,-70.21,46.81,57,20,9.17,US,<class 'datetime.date'>
449,Vostok,46.49,135.88,61.45,45,100,13.56,RU,<class 'datetime.date'>
450,Horsham,51.06,-0.33,48.25,93,71,2.24,GB,<class 'datetime.date'>
451,Atambua,-9.11,124.89,82.36,62,0,1.99,ID,<class 'datetime.date'>
452,Grand Gaube,-20.01,57.66,82.0,76,99,1.99,MU,<class 'datetime.date'>
453,Nemuro,43.32,145.57,69.8,32,20,14.99,JP,<class 'datetime.date'>
454,Rocha,-34.48,-54.33,45.12,87,0,5.97,UY,<class 'datetime.date'>
455,Kānth,29.07,78.63,95.11,22,0,3.22,IN,<class 'datetime.date'>
456,Maniitsoq,65.42,-52.9,35.28,74,75,7.96,GL,<class 'datetime.date'>
457,Ouallam,14.32,2.09,84.15,14,77,8.46,NE,<class 'datetime.date'>
458,Zlatoust,55.17,59.65,65.86,31,1,11.14,RU,<class 'datetime.date'>
459,Pombas,17.15,-25.02,71.6,73,20,25.28,CV,<class 'datetime.date'>
460,Harper,4.38,-7.72,79.45,85,100,5.35,LR,<class 'datetime.date'>
461,Natal,-5.79,-35.21,73.4,94,20,4.7,BR,<class 'datetime.date'>
462,Lethem,3.38,-59.8,74.64,91,100,6.38,GY,<class 'datetime.date'>
463,Nambucca Heads,-30.65,153.0,73.13,69,0,16.11,AU,<class 'datetime.date'>
464,Singarāyakonda,15.25,80.03,97.48,40,52,11.43,IN,<class 'datetime.date'>
465,Nushki,29.55,66.02,94.42,10,0,12.08,PK,<class 'datetime.date'>
466,Makkaveyevo,51.75,113.95,60.8,18,55,13.42,RU,<class 'datetime.date'>
467,Yar-Sale,66.83,70.83,41.47,99,97,15.01,RU,<class 'datetime.date'>
468,Las Cruces,32.31,-106.78,76.93,7,1,10.29,US,<class 'datetime.date'>
469,Dicabisagan,17.08,122.42,87.62,65,28,5.46,PH,<class 'datetime.date'>
470,Hualmay,-11.1,-77.61,68.41,80,78,6.35,PE,<class 'datetime.date'>
471,Saldanha,-33.01,17.94,51.8,93,8,5.82,ZA,<class 'datetime.date'>
472,San Patricio,19.22,-104.7,73.92,78,0,3.18,MX,<class 'datetime.date'>
473,Rabo de Peixe,37.8,-25.58,60.8,87,40,5.82,PT,<class 'datetime.date'>
474,Rudnogorsk,57.26,103.75,50.02,47,98,10.38,RU,<class 'datetime.date'>
475,Terrasini,38.15,13.08,62.76,77,40,4.7,IT,<class 'datetime.date'>
476,Geraldton,-28.77,114.6,71.6,49,54,10.29,AU,<class 'datetime.date'>
477,General Roca,-39.03,-67.58,42.8,93,95,2.24,AR,<class 'datetime.date'>
478,Oddur,4.12,43.89,80.94,71,73,13.58,SO,<class 'datetime.date'>
479,Tautira,-17.73,-149.15,82.2,74,24,3.36,PF,<class 'datetime.date'>
480,Masallātah,32.62,14.0,63.03,69,0,13.56,LY,<class 'datetime.date'>
481,Fortuna,40.6,-124.16,49.08,93,1,2.89,US,<class 'datetime.date'>
482,Rezh,57.37,61.4,72.28,26,74,10.63,RU,<class 'datetime.date'>
483,Nālūt,30.33,10.85,69.64,47,49,20.69,LY,<class 'datetime.date'>
484,Sesimbra,38.44,-9.1,60.37,87,20,4.7,PT,<class 'datetime.date'>
485,Atar,20.52,-13.05,77.83,22,0,10.27,MR,<class 'datetime.date'>
486,Salalah,17.02,54.09,86.0,74,20,2.24,OM,<class 'datetime.date'>
487,Airai,-8.93,125.41,71.29,77,6,3.98,TL,<class 'datetime.date'>
488,Lavrentiya,65.58,-171.0,32.25,91,61,6.17,RU,<class 'datetime.date'>
489,Buala,-8.14,159.59,83.8,74,72,4.72,SB,<class 'datetime.date'>
490,Rancharia,-22.23,-50.89,52.88,86,0,9.35,BR,<class 'datetime.date'>
491,Yamada,39.47,141.95,61.7,52,4,8.86,JP,<class 'datetime.date'>
492,Batavia,41.85,-88.31,44.31,72,1,3.36,US,<class 'datetime.date'>
493,Demba,-5.51,22.27,72.39,95,80,1.72,CD,<class 'datetime.date'>
494,Pisco,-13.7,-76.22,67.55,77,100,5.82,PE,<class 'datetime.date'>
495,Ivrea,45.47,7.88,59.49,80,100,1.07,IT,<class 'datetime.date'>
496,Christchurch,-43.53,172.63,53.91,81,64,9.17,NZ,<class 'datetime.date'>
497,Dingle,11.0,122.67,94.42,47,91,9.57,PH,<class 'datetime.date'>
498,Comodoro Rivadavia,-45.87,-67.5,68.0,49,100,10.29,AR,<class 'datetime.date'>
499,Itarema,-2.92,-39.92,75.94,90,1,7.07,BR,<class 'datetime.date'>
500,Iqaluit,63.75,-68.51,28.2,50,75,8.05,CA,<class 'datetime.date'>
501,Yarmouth,41.71,-70.23,52.21,58,1,10.29,US,<class 'datetime.date'>
502,Dunedin,-45.87,170.5,51.57,80,97,2.42,NZ,<class 'datetime.date'>
503,Zhangjiakou,40.81,114.88,69.55,47,100,17.74,CN,<class 'datetime.date'>
504,Port Shepstone,-30.74,30.45,65.46,66,100,5.84,ZA,<class 'datetime.date'>
505,Bac Lieu,9.29,105.72,91.89,54,92,11.18,VN,<class 'datetime.date'>
506,Chimbote,-9.09,-78.58,68.83,82,64,6.53,PE,<class 'datetime.date'>
507,Emba,48.83,58.14,72.81,27,0,17.6,KZ,<class 'datetime.date'>
508,High Prairie,55.43,-116.49,46.38,90,100,11.41,CA,<class 'datetime.date'>
509,Hatillo,18.49,-66.83,73.02,82,82,4.52,PR,<class 'datetime.date'>
510,Tataouine,32.93,10.45,62.6,82,61,6.93,TN,<class 'datetime.date'>
511,Štěpánov,49.68,17.22,46.15,92,61,2.33,CZ,<class 'datetime.date'>
512,Humberto de Campos,-2.6,-43.46,75.61,93,48,2.28,BR,<class 'datetime.date'>
513,Mananjary,-21.22,48.33,72.63,88,83,6.67,MG,<class 'datetime.date'>
514,La Palma,33.85,-118.05,66.79,88,1,4.7,US,<class 'datetime.date'>
515,Roald,62.58,6.13,44.33,75,75,16.11,NO,<class 'datetime.date'>
516,Smithers,54.78,-127.17,48.2,52,1,2.24,CA,<class 'datetime.date'>
517,Gubkinskiy,64.43,76.5,57.94,67,97,14.56,RU,<class 'datetime.date'>
518,Saint Cloud,45.56,-94.16,39.63,32,1,8.05,US,<class 'datetime.date'>
519,Revelstoke,50.98,-118.2,46.4,87,75,3.36,CA,<class 'datetime.date'>
520,Lālmohan,22.34,90.74,91.2,46,0,6.38,BD,<class 'datetime.date'>
521,Mudgee,-32.59,149.59,72.16,49,0,11.41,AU,<class 'datetime.date'>
522,Gusau,12.16,6.66,80.02,44,24,5.44,NG,<class 'datetime.date'>
523,Howard Springs,-12.5,131.05,90.21,38,20,8.05,AU,<class 'datetime.date'>
524,Padang,-0.95,100.35,82.06,80,100,5.64,ID,<class 'datetime.date'>
525,Barranca,-10.75,-77.77,67.03,84,95,5.39,PE,<class 'datetime.date'>
526,Lábrea,-7.26,-64.8,69.53,94,100,5.23,BR,<class 'datetime.date'>
527,Nosy Varika,-20.58,48.53,73.04,88,88,8.34,MG,<class 'datetime.date'>
528,Esim,4.87,-2.24,80.26,85,6,5.68,GH,<class 'datetime.date'>
529,Jiayuguan City,39.82,98.3,58.01,27,87,28.52,CN,<class 'datetime.date'>
530,Te Anau,-45.42,167.72,51.37,82,89,4.36,NZ,<class 'datetime.date'>
531,Lakatoro,-16.1,167.42,80.6,65,20,8.05,VU,<class 'datetime.date'>
532,Manokwari,-0.87,134.08,85.05,74,65,6.24,ID,<class 'datetime.date'>
533,Oktyabr'skoye,43.06,44.74,59.0,77,49,4.47,RU,<class 'datetime.date'>
534,Teya,60.38,92.63,48.92,52,58,5.95,RU,<class 'datetime.date'>
535,Heihe,50.24,127.49,66.2,32,40,4.47,CN,<class 'datetime.date'>
536,Lorengau,-2.02,147.27,84.18,74,37,2.35,PG,<class 'datetime.date'>
537,Uglovoye,44.82,33.6,53.22,78,50,15.61,UA,<class 'datetime.date'>
538,Sarangani,5.4,125.46,85.01,74,58,7.56,PH,<class 'datetime.date'>
539,Smidovich,48.6,133.82,63.19,53,96,14.23,RU,<class 'datetime.date'>
540,Palekastro,35.2,26.25,62.55,65,21,31.54,GR,<class 'datetime.date'>
541,Drayton Valley,53.22,-114.99,44.35,80,100,13.56,CA,<class 'datetime.date'>
542,Bilibino,68.05,166.44,33.28,89,0,2.17,RU,<class 'datetime.date'>
543,Kitale,1.02,35.01,65.19,87,97,4.5,KE,<class 'datetime.date'>
544,Mikkeli,61.69,27.27,45.99,52,5,5.82,FI,<class 'datetime.date'>
545,Shakawe,-18.37,21.85,59.22,51,0,8.08,BW,<class 'datetime.date'>
546,Kenai,60.55,-151.26,48.96,49,20,14.99,US,<class 'datetime.date'>
547,Les Cayes,18.2,-73.75,77.59,78,23,4.18,HT,<class 'datetime.date'>
548,Canutama,-6.53,-64.38,72.64,92,99,5.26,BR,<class 'datetime.date'>
549,Coyhaique,-45.58,-72.07,53.6,100,20,5.82,CL,<class 'datetime.date'>
550,Manyana,-23.4,21.72,57.6,57,0,8.41,BW,<class 'datetime.date'>
551,Taywarah,33.35,64.42,68.43,23,0,13.8,AF,<class 'datetime.date'>
552,Cowra,-33.83,148.68,61.0,68,0,8.99,AU,<class 'datetime.date'>
553,Domna,51.9,113.16,60.8,18,73,13.42,RU,<class 'datetime.date'>
554,The Valley,18.22,-63.06,79.86,78,40,12.75,AI,<class 'datetime.date'>
555,Maulawin,14.27,121.43,96.28,53,20,6.93,PH,<class 'datetime.date'>
556,Toamasina,-18.17,49.38,75.2,94,40,4.72,MG,<class 'datetime.date'>
557,Philadelphia,39.95,-75.16,55.58,44,75,10.29,US,<class 'datetime.date'>
558,Dandong,40.13,124.39,54.9,80,100,8.1,CN,<class 'datetime.date'>
559,Codlea,45.7,25.45,45.59,69,46,1.01,RO,<class 'datetime.date'>
560,Stornoway,58.21,-6.39,48.94,93,97,1.12,GB,<class 'datetime.date'>
561,Meadow Lake,34.8,-106.54,63.66,6,75,12.75,US,<class 'datetime.date'>
562,Kaeo,-35.1,173.78,62.49,49,46,1.01,NZ,<class 'datetime.date'>
